# Wavelength (nm), Power (W m^-2 nm^-1)
7.360000000000000000e+02,1.099399999999999933e+00
7.370000000000000000e+02,1.097800000000000109e+00
7.380000000000001137e+02,1.118400000000000061e+00
7.390000000000000000e+02,1.085500000000000353e+00
7.400000000000000000e+02,1.111900000000000110e+00
7.410000000000002274e+02,1.107799999999999452e+00
7.420000000000000000e+02,1.108400000000000052e+00
7.430000000000000000e+02,1.131599999999999939e+00
7.440000000000001137e+02,1.140800000000000036e+00
7.450000000000001137e+02,1.140399999999999858e+00
7.460000000000001137e+02,1.138099999999999890e+00
7.470000000000000000e+02,1.138899999999999579e+00
7.480000000000001137e+02,1.132300000000000084e+00
7.490000000000000000e+02,1.128600000000000270e+00
7.500000000000000000e+02,1.127300000000000191e+00
7.510000000000001137e+02,1.122400000000000064e+00
7.520000000000001137e+02,1.126500000000000279e+00
7.530000000000000000e+02,1.120999999999999774e+00
7.540000000000000000e+02,1.135300000000000198e+00
7.550000000000001137e+02,1.132099999999999884e+00
7.559999999999998863e+02,1.118500000000000272e+00
7.570000000000000000e+02,1.117599999999999927e+00
7.580000000000001137e+02,1.124600000000000044e+00
7.590000000000001137e+02,1.093199999999999728e+00
7.600000000000000000e+02,2.471600000000000741e-01
7.610000000000001137e+02,1.432799999999999907e-01
7.620000000000001137e+02,6.349100000000000854e-01
7.630000000000000000e+02,3.521699999999999831e-01
7.640000000000000000e+02,4.988499999999999601e-01
7.650000000000001137e+02,6.337699999999997225e-01
7.660000000000000000e+02,7.507999999999999119e-01
7.670000000000000000e+02,8.957400000000003137e-01
7.680000000000000000e+02,1.022199999999999998e+00
7.690000000000001137e+02,1.034699999999999731e+00
7.700000000000000000e+02,1.064600000000000213e+00
7.709999999999998863e+02,1.071600000000000552e+00
7.720000000000001137e+02,1.080199999999999827e+00
7.730000000000000000e+02,1.079700000000000104e+00
7.740000000000000000e+02,1.080000000000000071e+00
7.750000000000001137e+02,1.080100000000000060e+00
7.760000000000002274e+02,1.082699999999999774e+00
7.770000000000000000e+02,1.076400000000000023e+00
7.780000000000000000e+02,1.075399999999999912e+00
7.790000000000001137e+02,1.080299999999999816e+00
7.800000000000000000e+02,1.068700000000000205e+00
7.810000000000000000e+02,1.066200000000000037e+00
7.820000000000001137e+02,1.071399999999999686e+00
7.830000000000001137e+02,1.067199999999999704e+00
7.840000000000000000e+02,1.060200000000000253e+00
7.850000000000000000e+02,1.064899999999999958e+00
7.860000000000001137e+02,1.065599999999999881e+00
7.870000000000000000e+02,1.053000000000000158e+00
7.880000000000000000e+02,1.039900000000000269e+00
7.890000000000001137e+02,1.035899999999999599e+00
7.900000000000001137e+02,1.004499999999999948e+00
7.910000000000000000e+02,1.017899999999999805e+00
7.920000000000000000e+02,1.008399999999999741e+00
7.930000000000000000e+02,1.001500000000000057e+00
7.940000000000000000e+02,1.010100000000000220e+00
7.950000000000000000e+02,1.006600000000000161e+00
7.960000000000001137e+02,9.898500000000001187e-01
7.970000000000000000e+02,1.005700000000000038e+00
7.980000000000000000e+02,1.024499999999999966e+00
7.990000000000001137e+02,1.004799999999999915e+00
8.000000000000002274e+02,9.885899999999996357e-01
8.010000000000000000e+02,9.997800000000001130e-01
8.019999999999998863e+02,1.001100000000000101e+00
8.030000000000001137e+02,9.828799999999997539e-01
8.040000000000000000e+02,9.945199999999998486e-01
8.050000000000000000e+02,9.727000000000000091e-01
8.060000000000001137e+02,1.012199999999999767e+00
8.070000000000001137e+02,1.001799999999999580e+00
8.080000000000000000e+02,9.984400000000001052e-01
8.090000000000000000e+02,9.735300000000001175e-01
8.100000000000001137e+02,9.748799999999997468e-01
8.110000000000000000e+02,9.727300000000000946e-01
8.120000000000000000e+02,9.488199999999999967e-01
8.130000000000001137e+02,9.323599999999999666e-01
8.140000000000001137e+02,8.368099999999998317e-01
8.150000000000000000e+02,8.292700000000001737e-01
8.160000000000001137e+02,7.717100000000000071e-01
8.170000000000001137e+02,7.898400000000000976e-01
8.180000000000000000e+02,7.629900000000000571e-01
8.190000000000000000e+02,8.384399999999999631e-01
8.200000000000001137e+02,7.989899999999999780e-01
8.210000000000001137e+02,9.229199999999997406e-01
8.220000000000000000e+02,8.808099999999999818e-01
8.230000000000001137e+02,6.257599999999998719e-01
8.240000000000000000e+02,8.661900000000000155e-01
8.250000000000000000e+02,8.975200000000000955e-01
8.260000000000001137e+02,8.652999999999999581e-01
8.270000000000002274e+02,9.117799999999999239e-01
8.280000000000000000e+02,7.887000000000000677e-01
8.290000000000001137e+02,8.613499999999997270e-01
8.300000000000001137e+02,8.492999999999999439e-01
8.310000000000001137e+02,8.566599999999999770e-01
8.320000000000000000e+02,8.296100000000000696e-01
8.330000000000000000e+02,8.862200000000001188e-01
8.340000000000001137e+02,8.660800000000001830e-01
8.350000000000000000e+02,9.291700000000003845e-01
8.360000000000000000e+02,9.013499999999999845e-01
8.370000000000001137e+02,9.349299999999998168e-01
8.380000000000001137e+02,9.258499999999998398e-01
8.389999999999998863e+02,9.278300000000000436e-01
8.400000000000000000e+02,9.412400000000001876e-01
8.410000000000002274e+02,9.362599999999998701e-01
8.420000000000000000e+02,9.241099999999999870e-01
8.430000000000000000e+02,9.317099999999999271e-01
8.440000000000001137e+02,9.143399999999999306e-01
8.450000000000001137e+02,9.422599999999999865e-01
8.460000000000000000e+02,9.444699999999999207e-01
8.470000000000000000e+02,9.194700000000001205e-01
8.480000000000001137e+02,9.201000000000000290e-01
8.490000000000000000e+02,9.144700000000000051e-01
8.500000000000000000e+02,8.289999999999999591e-01
8.510000000000001137e+02,9.045399999999997886e-01
8.520000000000001137e+02,8.994199999999997752e-01
8.530000000000001137e+02,8.954000000000000847e-01
8.540000000000001137e+02,7.899999999999999245e-01
8.550000000000001137e+02,8.474599999999999911e-01
8.560000000000000000e+02,9.034300000000000663e-01
8.570000000000000000e+02,9.205900000000000194e-01
8.580000000000001137e+02,9.209399999999998698e-01
8.590000000000001137e+02,9.208100000000000174e-01
8.600000000000000000e+02,9.176400000000001222e-01
8.610000000000001137e+02,9.164799999999998503e-01
8.620000000000002274e+02,9.236699999999999910e-01
8.630000000000000000e+02,9.293400000000002770e-01
8.640000000000000000e+02,9.095600000000000351e-01
8.650000000000001137e+02,8.948700000000000543e-01
8.660000000000001137e+02,7.888199999999998546e-01
8.670000000000001137e+02,8.506599999999997497e-01
8.680000000000000000e+02,8.913999999999999702e-01
8.690000000000000000e+02,8.825200000000000822e-01
8.699999999999998863e+02,8.993300000000000738e-01
8.710000000000000000e+02,8.867100000000002202e-01
8.720000000000001137e+02,8.988699999999999468e-01
8.730000000000001137e+02,8.899899999999999478e-01
8.740000000000000000e+02,8.745100000000002316e-01
8.750000000000002274e+02,8.620400000000000285e-01
8.760000000000001137e+02,8.862499999999997602e-01
8.770000000000000000e+02,8.894800000000001594e-01
8.780000000000000000e+02,8.860700000000000243e-01
8.790000000000000000e+02,8.714399999999999924e-01
8.800000000000001137e+02,8.743400000000000061e-01
8.810000000000001137e+02,8.456299999999998818e-01
8.820000000000001137e+02,8.678699999999999193e-01
8.830000000000000000e+02,8.649400000000001532e-01
8.840000000000000000e+02,8.685900000000000842e-01
8.850000000000001137e+02,8.791299999999998560e-01
8.860000000000001137e+02,8.451499999999999568e-01
8.870000000000000000e+02,8.479900000000000215e-01
8.880000000000000000e+02,8.589899999999998093e-01
8.890000000000001137e+02,8.704099999999997950e-01
8.900000000000001137e+02,8.607799999999998786e-01
8.910000000000000000e+02,8.625499999999999279e-01
8.920000000000000000e+02,8.468800000000001882e-01
8.930000000000002274e+02,8.141199999999998438e-01
8.940000000000001137e+02,7.941300000000000026e-01
8.950000000000000000e+02,7.595600000000000129e-01
8.960000000000000000e+02,7.126499999999998947e-01
8.970000000000000000e+02,6.231000000000000982e-01
8.980000000000000000e+02,6.713699999999999113e-01
8.990000000000000000e+02,5.146100000000000119e-01
9.000000000000002274e+02,6.942899999999997407e-01
9.010000000000000000e+02,5.616200000000000081e-01
9.020000000000000000e+02,6.250000000000001110e-01
9.030000000000001137e+02,6.448299999999997922e-01
9.040000000000000000e+02,7.886199999999999877e-01
9.050000000000000000e+02,7.633699999999999930e-01
9.060000000000001137e+02,7.250199999999999978e-01
9.070000000000000000e+02,5.983300000000000285e-01
9.079999999999998863e+02,6.109100000000000641e-01
9.090000000000001137e+02,6.591199999999999282e-01
9.100000000000001137e+02,5.855299999999999949e-01
9.110000000000000000e+02,6.258000000000001339e-01
9.120000000000000000e+02,6.450799999999999867e-01
9.130000000000000000e+02,5.890600000000000280e-01
9.140000000000001137e+02,5.873999999999999222e-01
9.150000000000000000e+02,6.355000000000000648e-01
9.160000000000000000e+02,5.409899999999999709e-01
9.170000000000000000e+02,6.834999999999999964e-01
9.180000000000000000e+02,5.561199999999999477e-01
9.189999999999998863e+02,6.916100000000001691e-01
9.200000000000001137e+02,6.965699999999999115e-01
9.210000000000001137e+02,7.300400000000000222e-01
9.220000000000001137e+02,6.558399999999999785e-01
9.230000000000001137e+02,6.969799999999998219e-01
9.240000000000000000e+02,6.757100000000000328e-01
9.250000000000001137e+02,6.662099999999998579e-01
9.260000000000000000e+02,6.587499999999999467e-01
9.270000000000001137e+02,7.368399999999999395e-01
9.280000000000001137e+02,5.536299999999999555e-01
9.289999999999998863e+02,5.179200000000000470e-01
9.300000000000001137e+02,4.067899999999999849e-01
9.310000000000001137e+02,3.853999999999999093e-01
9.320000000000001137e+02,2.838600000000000012e-01
9.330000000000001137e+02,2.345900000000000207e-01
9.340000000000002274e+02,1.360399999999999665e-01
9.350000000000000000e+02,2.369000000000000272e-01
9.359999999999998863e+02,1.526700000000000279e-01
9.370000000000001137e+02,1.545300000000000284e-01
9.380000000000001137e+02,1.896200000000000385e-01
9.390000000000001137e+02,3.759100000000000219e-01
9.400000000000000000e+02,4.441100000000000048e-01
9.410000000000001137e+02,3.507099999999999107e-01
9.420000000000000000e+02,3.819199999999999817e-01
9.430000000000000000e+02,2.628900000000000681e-01
9.440000000000001137e+02,2.698699999999999433e-01
9.450000000000001137e+02,3.472899999999999321e-01
9.460000000000000000e+02,1.840900000000000036e-01
9.470000000000001137e+02,3.501000000000000223e-01
9.480000000000001137e+02,2.591100000000000070e-01
9.490000000000000000e+02,4.651400000000001089e-01
9.500000000000000000e+02,1.394400000000000361e-01
9.510000000000000000e+02,4.556299999999999795e-01
9.520000000000000000e+02,2.541800000000000170e-01
9.530000000000000000e+02,3.244199999999999307e-01
9.540000000000001137e+02,3.998799999999999022e-01
9.550000000000000000e+02,3.220399999999999929e-01
9.560000000000000000e+02,3.099600000000000688e-01
9.570000000000001137e+02,2.559100000000000263e-01
9.580000000000000000e+02,4.345300000000001384e-01
9.590000000000000000e+02,3.529400000000000315e-01
9.600000000000001137e+02,3.968499999999999250e-01
9.610000000000000000e+02,4.348100000000000853e-01
9.620000000000001137e+02,4.166400000000000103e-01
9.630000000000001137e+02,4.758499999999998842e-01
9.640000000000000000e+02,4.324199999999999711e-01
9.650000000000001137e+02,4.746900000000000008e-01
9.660000000000001137e+02,4.737699999999999689e-01
9.670000000000000000e+02,4.735300000000001175e-01
9.680000000000001137e+02,6.130100000000002769e-01
9.690000000000000000e+02,6.447999999999999288e-01
9.700000000000000000e+02,5.968900000000000317e-01
9.710000000000001137e+02,6.705900000000001304e-01
9.720000000000000000e+02,6.462899999999998091e-01
9.730000000000000000e+02,5.708100000000000396e-01
9.740000000000001137e+02,5.416999999999999593e-01
9.750000000000000000e+02,5.553599999999999648e-01
9.760000000000001137e+02,5.387199999999999767e-01
9.770000000000001137e+02,6.008400000000000407e-01
9.780000000000000000e+02,5.790300000000001557e-01
9.790000000000001137e+02,6.004599999999999937e-01
9.800000000000001137e+02,5.694100000000000827e-01
9.810000000000000000e+02,6.705799999999999539e-01
9.820000000000001137e+02,6.510199999999998210e-01
9.830000000000001137e+02,6.291500000000000981e-01
9.840000000000000000e+02,6.929000000000000714e-01
9.850000000000001137e+02,6.473399999999999155e-01
9.860000000000000000e+02,7.055299999999999905e-01
9.870000000000000000e+02,6.948899999999998967e-01
9.880000000000001137e+02,6.905899999999999261e-01
9.890000000000000000e+02,7.039099999999999246e-01
9.900000000000000000e+02,6.884300000000000974e-01
9.910000000000001137e+02,7.083300000000000152e-01
9.920000000000000000e+02,7.059699999999998754e-01
9.930000000000001137e+02,6.932500000000000329e-01
9.940000000000001137e+02,7.089099999999999291e-01
9.950000000000000000e+02,7.067299999999998583e-01
9.960000000000001137e+02,7.040899999999999936e-01
9.970000000000001137e+02,6.955500000000001126e-01
9.980000000000000000e+02,6.948100000000001497e-01
9.990000000000001137e+02,6.945500000000001117e-01
1.000000000000000114e+03,6.915900000000000380e-01
1.001000000000000000e+03,7.001300000000001411e-01
1.002000000000000114e+03,6.849799999999998112e-01
1.003000000000000000e+03,6.908600000000001407e-01
1.004000000000000000e+03,6.805600000000002758e-01
1.005000000000000114e+03,6.413999999999998591e-01
1.006000000000000000e+03,6.704700000000000104e-01
1.007000000000000114e+03,6.846299999999999608e-01
1.008000000000000114e+03,6.840700000000000669e-01
1.009000000000000000e+03,6.774200000000001332e-01
1.010000000000000114e+03,6.769499999999999407e-01
1.011000000000000114e+03,6.803399999999998338e-01
1.012000000000000000e+03,6.766700000000001047e-01
1.013000000000000114e+03,6.755600000000001604e-01
1.014000000000000114e+03,6.784800000000000830e-01
1.015000000000000000e+03,6.667600000000001303e-01
1.016000000000000114e+03,6.697600000000000220e-01
1.017000000000000000e+03,6.623700000000000143e-01
1.018000000000000000e+03,6.726300000000000612e-01
1.019000000000000114e+03,6.488000000000000433e-01
1.020000000000000000e+03,6.583899999999999197e-01
1.021000000000000000e+03,6.610700000000001575e-01
1.022000000000000114e+03,6.498000000000001553e-01
1.023000000000000000e+03,6.548999999999999266e-01
1.024000000000000000e+03,6.507699999999999596e-01
1.025000000000000227e+03,6.572699999999997988e-01
1.026000000000000000e+03,6.562500000000000000e-01
1.027000000000000000e+03,6.531800000000000939e-01
1.028000000000000000e+03,6.539800000000001168e-01
1.029000000000000000e+03,6.468699999999999450e-01
1.030000000000000000e+03,6.509200000000002762e-01
1.031000000000000227e+03,6.479899999999999549e-01
1.032000000000000000e+03,6.485199999999999854e-01
1.033000000000000000e+03,6.375100000000001321e-01
1.034000000000000000e+03,6.413599999999999302e-01
1.035000000000000000e+03,6.434800000000001630e-01
1.036000000000000227e+03,6.432299999999998574e-01
1.037000000000000000e+03,6.366399999999998727e-01
1.038000000000000000e+03,6.336099999999998955e-01
1.039000000000000227e+03,6.380200000000000315e-01
1.040000000000000000e+03,6.336599999999997790e-01
1.041000000000000000e+03,6.337900000000000755e-01
1.042000000000000227e+03,6.340599999999999570e-01
1.043000000000000000e+03,6.277300000000001212e-01
1.044000000000000000e+03,6.306699999999999529e-01
1.045000000000000227e+03,6.271199999999997887e-01
1.046000000000000000e+03,6.107799999999999896e-01
1.047000000000000000e+03,6.200800000000000756e-01
1.048000000000000000e+03,6.255899999999997574e-01
1.049000000000000000e+03,6.220599999999999463e-01
1.050000000000000000e+03,6.180200000000001248e-01
1.051000000000000000e+03,6.186199999999998367e-01
1.052000000000000227e+03,6.148699999999999166e-01
1.053000000000000227e+03,6.130199999999998983e-01
1.054000000000000000e+03,6.104799999999999116e-01
1.055000000000000000e+03,6.124200000000000754e-01
1.056000000000000227e+03,6.105499999999999261e-01
1.057000000000000000e+03,6.090999999999999748e-01
1.058000000000000000e+03,6.028599999999999515e-01
1.059000000000000227e+03,5.845299999999998830e-01
1.060000000000000227e+03,6.007299999999999862e-01
1.061000000000000000e+03,5.869400000000001283e-01
1.062000000000000227e+03,5.978199999999997960e-01
1.063000000000000000e+03,5.881500000000000616e-01
1.064000000000000000e+03,5.972200000000001952e-01
1.065000000000000000e+03,5.946099999999999719e-01
1.066000000000000000e+03,5.832999999999999297e-01
1.067000000000000227e+03,5.863699999999999468e-01
1.068000000000000000e+03,5.856099999999999639e-01
1.069000000000000000e+03,5.542800000000001059e-01
1.070000000000000227e+03,5.717799999999998439e-01
1.071000000000000000e+03,5.830400000000001137e-01
1.072000000000000000e+03,5.819400000000000128e-01
1.073000000000000227e+03,5.708599999999998120e-01
1.074000000000000000e+03,5.877999999999999892e-01
1.075000000000000000e+03,5.605399999999999272e-01
1.076000000000000227e+03,5.814099999999999824e-01
1.077000000000000000e+03,5.717499999999999805e-01
1.078000000000000000e+03,5.707600000000000451e-01
1.079000000000000227e+03,5.720999999999998309e-01
1.080000000000000000e+03,5.651900000000000812e-01
1.081000000000000000e+03,5.497300000000001630e-01
1.082000000000000000e+03,5.577299999999999480e-01
1.083000000000000000e+03,5.660299999999999221e-01
1.084000000000000227e+03,5.477499999999998481e-01
1.085000000000000000e+03,5.616299999999999626e-01
1.086000000000000000e+03,5.249600000000000932e-01
1.087000000000000227e+03,5.368499999999999384e-01
1.088000000000000000e+03,5.615900000000000336e-01
1.089000000000000000e+03,5.485600000000001586e-01
1.090000000000000227e+03,5.265599999999999170e-01
1.091000000000000000e+03,5.572199999999999376e-01
1.092000000000000000e+03,5.504800000000000804e-01
1.093000000000000227e+03,4.841699999999999893e-01
1.094000000000000000e+03,5.112000000000000988e-01
1.095000000000000000e+03,4.936300000000000687e-01
1.096000000000000000e+03,4.773100000000000120e-01
1.097000000000000000e+03,5.480500000000000371e-01
1.098000000000000227e+03,4.770899999999999586e-01
1.099000000000000000e+03,4.816099999999998715e-01
1.100000000000000000e+03,4.611300000000001509e-01
1.101000000000000227e+03,4.716899999999998871e-01
1.102000000000000000e+03,4.451300000000000257e-01
1.103000000000000000e+03,4.429100000000001369e-01
1.104000000000000227e+03,4.441199999999999593e-01
1.105000000000000000e+03,4.806499999999999106e-01
1.106000000000000000e+03,3.784000000000000696e-01
1.107000000000000227e+03,4.586600000000000121e-01
1.108000000000000000e+03,3.951700000000000212e-01
1.109000000000000000e+03,3.924900000000000055e-01
1.110000000000000227e+03,4.549599999999998645e-01
1.111000000000000000e+03,3.157200000000000006e-01
1.112000000000000000e+03,3.933000000000000385e-01
1.113000000000000000e+03,2.559899999999999953e-01
1.114000000000000000e+03,2.857600000000000695e-01
1.115000000000000227e+03,2.383299999999999585e-01
1.116000000000000000e+03,1.922300000000000120e-01
1.117000000000000000e+03,7.616400000000002335e-02
1.118000000000000227e+03,2.076299999999999812e-01
1.119000000000000000e+03,1.082099999999999868e-01
1.120000000000000000e+03,1.356199999999999906e-01
1.121000000000000227e+03,1.775299999999999656e-01
1.122000000000000000e+03,7.815900000000000625e-02
1.123000000000000000e+03,1.225500000000000478e-01
1.124000000000000227e+03,1.039700000000000069e-01
1.125000000000000000e+03,1.379400000000000071e-01
1.126000000000000000e+03,4.939400000000001428e-02
1.127000000000000000e+03,1.503200000000000092e-01
1.128000000000000000e+03,9.494600000000001649e-02
1.129000000000000227e+03,1.013299999999999895e-01
1.130000000000000000e+03,6.756799999999998918e-02
1.131000000000000000e+03,2.820100000000000384e-01
1.132000000000000227e+03,2.235899999999999554e-01
1.133000000000000000e+03,1.466099999999999903e-01
1.134000000000000000e+03,3.998800000000000965e-02
1.135000000000000227e+03,1.481900000000000057e-02
1.136000000000000000e+03,1.232000000000000178e-01
1.137000000000000000e+03,2.747200000000000752e-01
1.138000000000000227e+03,1.942799999999999805e-01
1.139000000000000000e+03,2.848400000000000376e-01
1.140000000000000000e+03,2.444700000000000761e-01
1.141000000000000227e+03,1.848599999999999965e-01
1.142000000000000000e+03,2.148100000000000009e-01
1.143000000000000000e+03,2.975800000000000112e-01
1.144000000000000000e+03,1.084300000000000125e-01
1.145000000000000000e+03,1.397600000000000509e-01
1.146000000000000227e+03,1.508499999999999841e-01
1.147000000000000000e+03,5.671499999999999458e-02
1.148000000000000000e+03,2.589800000000000435e-01
1.149000000000000227e+03,2.089399999999999591e-01
1.150000000000000000e+03,1.164800000000000141e-01
1.151000000000000000e+03,1.945300000000000085e-01
1.152000000000000227e+03,2.366599999999999260e-01
1.153000000000000000e+03,2.276199999999999890e-01
1.154000000000000000e+03,1.364300000000000235e-01
1.155000000000000227e+03,2.990299999999999625e-01
1.156000000000000000e+03,2.683699999999999974e-01
1.157000000000000000e+03,3.004000000000001114e-01
1.158000000000000000e+03,2.977000000000000202e-01
1.159000000000000000e+03,3.216300000000000270e-01
1.160000000000000227e+03,2.737099999999999533e-01
1.161000000000000000e+03,3.316700000000000204e-01
1.162000000000000000e+03,3.341200000000000281e-01
1.163000000000000227e+03,4.464399999999998925e-01
1.164000000000000000e+03,3.833200000000000496e-01
1.165000000000000000e+03,3.708000000000001295e-01
1.166000000000000227e+03,3.578099999999999614e-01
1.167000000000000000e+03,3.910499999999999532e-01
1.168000000000000000e+03,4.001800000000000912e-01
1.169000000000000227e+03,4.034799999999998943e-01
1.170000000000000000e+03,4.373099999999999765e-01
1.171000000000000000e+03,4.274999999999999911e-01
1.172000000000000227e+03,4.336999999999999744e-01
1.173000000000000000e+03,4.352199999999999958e-01
1.174000000000000000e+03,3.219300000000000495e-01
1.175000000000000000e+03,4.314199999999999702e-01
1.176000000000000000e+03,4.544700000000001516e-01
1.177000000000000227e+03,4.504000000000000226e-01
1.178000000000000000e+03,3.439100000000000490e-01
1.179000000000000000e+03,4.611399999999999944e-01
1.180000000000000227e+03,4.205200000000000049e-01
1.181000000000000000e+03,4.342300000000000049e-01
1.182000000000000000e+03,3.090300000000000824e-01
1.183000000000000227e+03,4.185300000000000131e-01
1.184000000000000000e+03,4.008300000000000196e-01
1.185000000000000000e+03,3.890800000000000924e-01
1.186000000000000227e+03,4.551800000000000290e-01
1.187000000000000000e+03,4.349400000000000488e-01
1.188000000000000000e+03,3.203900000000000636e-01
1.189000000000000227e+03,3.968500000000000361e-01
1.190000000000000000e+03,4.412400000000001321e-01
1.191000000000000227e+03,4.263799999999999257e-01
1.192000000000000000e+03,4.517100000000000559e-01
1.193000000000000000e+03,4.337000000000000854e-01
1.194000000000000227e+03,4.475100000000000744e-01
1.195000000000000000e+03,4.267100000000000337e-01
1.196000000000000000e+03,4.118800000000000239e-01
1.197000000000000227e+03,4.552700000000000080e-01
1.198000000000000000e+03,4.142600000000000171e-01
1.199000000000000000e+03,3.486900000000000555e-01
1.200000000000000227e+03,4.278899999999999371e-01
1.201000000000000000e+03,4.173499999999999432e-01
1.202000000000000000e+03,4.174300000000000233e-01
1.203000000000000227e+03,4.144100000000000006e-01
1.204000000000000000e+03,3.464499999999999802e-01
1.205000000000000000e+03,4.171400000000000663e-01
1.206000000000000000e+03,4.587199999999999611e-01
1.207000000000000000e+03,4.104400000000001381e-01
1.208000000000000227e+03,4.137899999999998801e-01
1.209000000000000000e+03,3.954800000000000537e-01
1.210000000000000000e+03,4.326700000000000546e-01
1.211000000000000227e+03,4.031899999999999373e-01
1.212000000000000000e+03,4.057199999999999696e-01
1.213000000000000000e+03,4.480400000000000493e-01
1.214000000000000227e+03,4.144299999999998541e-01
1.215000000000000000e+03,4.085100000000000953e-01
1.216000000000000000e+03,4.450900000000000967e-01
1.217000000000000227e+03,4.345700000000000118e-01
1.218000000000000000e+03,4.384199999999999764e-01
1.219000000000000000e+03,4.263900000000001023e-01
1.220000000000000227e+03,4.372400000000000730e-01
1.221000000000000000e+03,4.441300000000000248e-01
1.222000000000000227e+03,4.309599999999998432e-01
1.223000000000000000e+03,4.239999999999999880e-01
1.224000000000000000e+03,4.278800000000000381e-01
1.225000000000000227e+03,4.414100000000000246e-01
1.226000000000000000e+03,4.469600000000000795e-01
1.227000000000000000e+03,4.136000000000000232e-01
1.228000000000000227e+03,4.454400000000000026e-01
1.229000000000000000e+03,4.460799999999999765e-01
1.230000000000000000e+03,4.392800000000000593e-01
1.231000000000000227e+03,4.506699999999999040e-01
1.232000000000000000e+03,4.452499999999999791e-01
1.233000000000000000e+03,4.335899999999999754e-01
1.234000000000000227e+03,4.489299999999999957e-01
1.235000000000000000e+03,4.440899999999999848e-01
1.236000000000000000e+03,4.479500000000001259e-01
1.237000000000000000e+03,4.425900000000000944e-01
1.238000000000000000e+03,4.469400000000001150e-01
1.239000000000000227e+03,4.419399999999998885e-01
1.240000000000000000e+03,4.401100000000000567e-01
1.241000000000000000e+03,4.412999999999999701e-01
1.242000000000000227e+03,4.417899999999999605e-01
1.243000000000000000e+03,4.371200000000000085e-01
1.244000000000000000e+03,4.349900000000000433e-01
1.245000000000000227e+03,4.362199999999999966e-01
1.246000000000000000e+03,4.390199999999999103e-01
1.247000000000000000e+03,4.371499999999999830e-01
1.248000000000000227e+03,4.382799999999999474e-01
1.249000000000000000e+03,4.393000000000001348e-01
1.250000000000000000e+03,4.368400000000001726e-01
1.251000000000000227e+03,4.325999999999999845e-01
1.252000000000000000e+03,4.310600000000000542e-01
1.253000000000000227e+03,4.280299999999998550e-01
1.254000000000000000e+03,4.241599999999999815e-01
1.255000000000000000e+03,4.308799999999999297e-01
1.256000000000000227e+03,4.209600000000000564e-01
1.257000000000000000e+03,4.162999999999999479e-01
1.258000000000000000e+03,4.254900000000000904e-01
1.259000000000000227e+03,4.086800000000000987e-01
1.260000000000000000e+03,4.123500000000000498e-01
1.261000000000000000e+03,3.937100000000000599e-01
1.262000000000000227e+03,3.786700000000000066e-01
1.263000000000000000e+03,3.830000000000000626e-01
1.264000000000000000e+03,3.556800000000000517e-01
1.265000000000000227e+03,3.787099999999999911e-01
1.266000000000000000e+03,3.688100000000000822e-01
1.267000000000000000e+03,3.715900000000001424e-01
1.268000000000000227e+03,3.547499999999999543e-01
1.269000000000000000e+03,2.365599999999999647e-01
1.270000000000000227e+03,3.708699999999999775e-01
1.271000000000000000e+03,3.906199999999999672e-01
1.272000000000000000e+03,3.911400000000000987e-01
1.273000000000000227e+03,3.887400000000000855e-01
1.274000000000000000e+03,3.886400000000000410e-01
1.275000000000000000e+03,3.945500000000000673e-01
1.276000000000000227e+03,3.989500000000000268e-01
1.277000000000000000e+03,4.019099999999999895e-01
1.278000000000000000e+03,4.091600000000000792e-01
1.279000000000000227e+03,4.062599999999998990e-01
1.280000000000000000e+03,4.038700000000000068e-01
1.281000000000000000e+03,3.955400000000001137e-01
1.282000000000000227e+03,3.569499999999998230e-01
1.283000000000000000e+03,3.897799999999999043e-01
1.284000000000000227e+03,4.026799999999998714e-01
1.285000000000000000e+03,4.057700000000000196e-01
1.286000000000000000e+03,4.087799999999999767e-01
1.287000000000000227e+03,4.040499999999999092e-01
1.288000000000000000e+03,4.019199999999998885e-01
1.289000000000000000e+03,3.919399999999998996e-01
1.290000000000000227e+03,3.952199999999999047e-01
1.291000000000000000e+03,4.000400000000000067e-01
1.292000000000000000e+03,3.794600000000000750e-01
1.293000000000000227e+03,3.950599999999999667e-01
1.294000000000000000e+03,3.870900000000000452e-01
1.295000000000000000e+03,3.880100000000000215e-01
1.296000000000000227e+03,3.732199999999999407e-01
1.297000000000000000e+03,3.558299999999999796e-01
1.298000000000000000e+03,3.753600000000001380e-01
1.299000000000000227e+03,3.912700000000000067e-01
1.300000000000000000e+03,3.385500000000000176e-01
1.301000000000000227e+03,3.472799999999999221e-01
1.302000000000000000e+03,3.753900000000000015e-01
1.303000000000000000e+03,3.319699999999999873e-01
1.304000000000000227e+03,2.884899999999999687e-01
1.305000000000000000e+03,3.678300000000001013e-01
1.306000000000000000e+03,3.685300000000000242e-01
1.307000000000000227e+03,2.936199999999998811e-01
1.308000000000000000e+03,3.327700000000000102e-01
1.309000000000000000e+03,3.682200000000001028e-01
1.310000000000000227e+03,2.890799999999998926e-01
1.311000000000000000e+03,3.201200000000000712e-01
1.312000000000000000e+03,3.198599999999999777e-01
1.313000000000000227e+03,3.008899999999999908e-01
1.314000000000000000e+03,2.768999999999999795e-01
1.315000000000000227e+03,2.744699999999999362e-01
1.316000000000000000e+03,3.111299999999999066e-01
1.317000000000000000e+03,2.996900000000000674e-01
